date,country,confirmed,deaths,recovered,confirmed_new,deaths_new,recovered_new
2020-01-22,finland,0,0,0.0,0,0,0.0
2020-01-22,france,0,0,0.0,0,0,0.0
2020-01-22,gabon,0,0,0.0,0,0,0.0
2020-01-22,gambia,0,0,0.0,0,0,0.0
2020-01-22,georgia,0,0,0.0,0,0,0.0
2020-01-22,germany,0,0,0.0,0,0,0.0
2020-01-22,ghana,0,0,0.0,0,0,0.0
2020-01-22,greece,0,0,0.0,0,0,0.0
2020-01-22,grenada,0,0,0.0,0,0,0.0
2020-01-22,guatemala,0,0,0.0,0,0,0.0
2020-01-22,guinea,0,0,0.0,0,0,0.0
2020-01-22,guinea-bissau,0,0,0.0,0,0,0.0
2020-01-22,guyana,0,0,0.0,0,0,0.0
2020-01-22,haiti,0,0,0.0,0,0,0.0
2020-01-22,holy-see,0,0,0.0,0,0,0.0
2020-01-22,honduras,0,0,0.0,0,0,0.0
2020-01-22,hungary,0,0,0.0,0,0,0.0
2020-01-22,iceland,0,0,0.0,0,0,0.0
2020-01-22,india,0,0,0.0,0,0,0.0
2020-01-22,indonesia,0,0,0.0,0,0,0.0
2020-01-22,iran,0,0,0.0,0,0,0.0
2020-01-22,iraq,0,0,0.0,0,0,0.0
2020-01-22,ireland,0,0,0.0,0,0,0.0
2020-01-22,israel,0,0,0.0,0,0,0.0
2020-01-22,italy,0,0,0.0,0,0,0.0
2020-01-22,jamaica,0,0,0.0,0,0,0.0
2020-01-22,japan,2,0,0.0,2,0,0.0
2020-01-22,jordan,0,0,0.0,0,0,0.0
2020-01-22,kazakhstan,0,0,0.0,0,0,0.0
2020-01-22,kenya,0,0,0.0,0,0,0.0
2020-01-22,korea-south,1,0,0.0,1,0,0.0
2020-01-22,kosovo,0,0,0.0,0,0,0.0
2020-01-22,kuwait,0,0,0.0,0,0,0.0
2020-01-22,kyrgyzstan,0,0,0.0,0,0,0.0
2020-01-22,laos,0,0,0.0,0,0,0.0
2020-01-22,latvia,0,0,0.0,0,0,0.0
2020-01-22,lebanon,0,0,0.0,0,0,0.0
2020-01-22,liberia,0,0,0.0,0,0,0.0
2020-01-22,libya,0,0,0.0,0,0,0.0
2020-01-22,liechtenstein,0,0,0.0,0,0,0.0
2020-01-22,lithuania,0,0,0.0,0,0,0.0
2020-01-22,luxembourg,0,0,0.0,0,0,0.0
2020-01-22,madagascar,0,0,0.0,0,0,0.0
2020-01-22,malawi,0,0,0.0,0,0,0.0
2020-01-22,malaysia,0,0,0.0,0,0,0.0
2020-01-22,maldives,0,0,0.0,0,0,0.0
2020-01-22,mali,0,0,0.0,0,0,0.0
2020-01-22,malta,0,0,0.0,0,0,0.0
2020-01-22,mauritania,0,0,0.0,0,0,0.0
2020-01-22,mauritius,0,0,0.0,0,0,0.0
2020-01-22,mexico,0,0,0.0,0,0,0.0
2020-01-22,moldova,0,0,0.0,0,0,0.0
2020-01-22,monaco,0,0,0.0,0,0,0.0
2020-01-22,mongolia,0,0,0.0,0,0,0.0
2020-01-22,montenegro,0,0,0.0,0,0,0.0
2020-01-22,morocco,0,0,0.0,0,0,0.0
2020-01-22,mozambique,0,0,0.0,0,0,0.0
2020-01-22,ms-zaandam,0,0,0.0,0,0,0.0
2020-01-22,namibia,0,0,0.0,0,0,0.0
2020-01-22,nepal,0,0,0.0,0,0,0.0
2020-01-22,netherlands,0,0,0.0,0,0,0.0
2020-01-22,new-zealand,0,0,0.0,0,0,0.0
2020-01-22,nicaragua,0,0,0.0,0,0,0.0
2020-01-22,niger,0,0,0.0,0,0,0.0
2020-01-22,nigeria,0,0,0.0,0,0,0.0
2020-01-22,north-macedonia,0,0,0.0,0,0,0.0
2020-01-22,norway,0,0,0.0,0,0,0.0
2020-01-22,oman,0,0,0.0,0,0,0.0
2020-01-22,pakistan,0,0,0.0,0,0,0.0
2020-01-22,panama,0,0,0.0,0,0,0.0
2020-01-22,papua-new-guinea,0,0,0.0,0,0,0.0
2020-01-22,paraguay,0,0,0.0,0,0,0.0
2020-01-22,peru,0,0,0.0,0,0,0.0
2020-01-22,philippines,0,0,0.0,0,0,0.0
2020-01-22,poland,0,0,0.0,0,0,0.0
2020-01-22,portugal,0,0,0.0,0,0,0.0
2020-01-22,qatar,0,0,0.0,0,0,0.0
2020-01-22,romania,0,0,0.0,0,0,0.0
2020-01-22,russia,0,0,0.0,0,0,0.0
2020-01-22,rwanda,0,0,0.0,0,0,0.0
2020-01-22,saint-kitts-and-nevis,0,0,0.0,0,0,0.0
2020-01-22,saint-lucia,0,0,0.0,0,0,0.0
2020-01-22,saint-vincent-and-the-grenadines,0,0,0.0,0,0,0.0
2020-01-22,san-marino,0,0,0.0,0,0,0.0
2020-01-22,sao-tome-and-principe,0,0,0.0,0,0,0.0
2020-01-22,saudi-arabia,0,0,0.0,0,0,0.0
2020-01-22,senegal,0,0,0.0,0,0,0.0
2020-01-22,serbia,0,0,0.0,0,0,0.0
2020-01-22,seychelles,0,0,0.0,0,0,0.0
2020-01-22,sierra-leone,0,0,0.0,0,0,0.0
2020-01-22,singapore,0,0,0.0,0,0,0.0
2020-01-22,slovakia,0,0,0.0,0,0,0.0
2020-01-22,slovenia,0,0,0.0,0,0,0.0
2020-01-22,somalia,0,0,0.0,0,0,0.0
2020-01-22,south-africa,0,0,0.0,0,0,0.0
2020-01-22,south-sudan,0,0,0.0,0,0,0.0
2020-01-22,spain,0,0,0.0,0,0,0.0
2020-01-22,sri-lanka,0,0,0.0,0,0,0.0
2020-01-22,sudan,0,0,0.0,0,0,0.0
2020-01-22,suriname,0,0,0.0,0,0,0.0
2020-01-22,sweden,0,0,0.0,0,0,0.0
2020-01-22,switzerland,0,0,0.0,0,0,0.0
2020-01-22,syria,0,0,0.0,0,0,0.0
2020-01-22,taiwan,1,0,0.0,1,0,0.0
2020-01-22,tanzania,0,0,0.0,0,0,0.0
2020-01-22,thailand,2,0,0.0,2,0,0.0
2020-01-22,timor-leste,0,0,0.0,0,0,0.0
2020-01-22,togo,0,0,0.0,0,0,0.0
2020-01-22,trinidad-and-tobago,0,0,0.0,0,0,0.0
2020-01-22,tunisia,0,0,0.0,0,0,0.0
2020-01-22,turkey,0,0,0.0,0,0,0.0
2020-01-22,uganda,0,0,0.0,0,0,0.0
2020-01-22,ukraine,0,0,0.0,0,0,0.0
2020-01-22,united-arab-emirates,0,0,0.0,0,0,0.0
2020-01-22,united-kingdom,0,0,0.0,0,0,0.0
2020-01-22,uruguay,0,0,0.0,0,0,0.0
2020-01-22,us,1,0,0.0,1,0,0.0
2020-01-22,uzbekistan,0,0,0.0,0,0,0.0
2020-01-22,venezuela,0,0,0.0,0,0,0.0
2020-01-22,vietnam,0,0,0.0,0,0,0.0
2020-01-22,west-bank-and-gaza,0,0,0.0,0,0,0.0
2020-01-22,western-sahara,0,0,0.0,0,0,0.0
2020-01-22,yemen,0,0,0.0,0,0,0.0
2020-01-22,zambia,0,0,0.0,0,0,0.0
2020-01-22,zimbabwe,0,0,0.0,0,0,0.0
2020-01-23,afghanistan,0,0,0.0,0,0,0.0
2020-01-23,albania,0,0,0.0,0,0,0.0
2020-01-23,algeria,0,0,0.0,0,0,0.0
2020-01-23,andorra,0,0,0.0,0,0,0.0
2020-01-23,angola,0,0,0.0,0,0,0.0
2020-01-23,antigua-and-barbuda,0,0,0.0,0,0,0.0
2020-01-23,argentina,0,0,0.0,0,0,0.0
2020-01-23,armenia,0,0,0.0,0,0,0.0
2020-01-23,australia,0,0,0.0,0,0,0.0
2020-01-23,austria,0,0,0.0,0,0,0.0
2020-01-23,azerbaijan,0,0,0.0,0,0,0.0
2020-01-23,bahamas,0,0,0.0,0,0,0.0
2020-01-23,bahrain,0,0,0.0,0,0,0.0
2020-01-23,bangladesh,0,0,0.0,0,0,0.0
2020-01-23,barbados,0,0,0.0,0,0,0.0
2020-01-23,belarus,0,0,0.0,0,0,0.0
2020-01-23,belgium,0,0,0.0,0,0,0.0
2020-01-23,belize,0,0,0.0,0,0,0.0
2020-01-23,benin,0,0,0.0,0,0,0.0
2020-01-23,bhutan,0,0,0.0,0,0,0.0
2020-01-23,bolivia,0,0,0.0,0,0,0.0
2020-01-23,bosnia-and-herzegovina,0,0,0.0,0,0,0.0
2020-01-23,botswana,0,0,0.0,0,0,0.0
2020-01-23,brazil,0,0,0.0,0,0,0.0
2020-01-23,brunei,0,0,0.0,0,0,0.0
2020-01-23,bulgaria,0,0,0.0,0,0,0.0
2020-01-23,burkina-faso,0,0,0.0,0,0,0.0
2020-01-23,burma,0,0,0.0,0,0,0.0
2020-01-23,burundi,0,0,0.0,0,0,0.0
2020-01-23,cabo-verde,0,0,0.0,0,0,0.0
2020-01-23,cambodia,0,0,0.0,0,0,0.0
2020-01-23,cameroon,0,0,0.0,0,0,0.0
2020-01-23,canada,0,0,0.0,0,0,0.0
2020-01-23,central-african-republic,0,0,0.0,0,0,0.0
2020-01-23,chad,0,0,0.0,0,0,0.0
2020-01-23,chile,0,0,0.0,0,0,0.0
2020-01-23,china,643,18,30.0,95,1,2.0
2020-01-23,colombia,0,0,0.0,0,0,0.0
2020-01-23,congo-brazzaville,0,0,0.0,0,0,0.0
2020-01-23,congo-kinshasa,0,0,0.0,0,0,0.0
2020-01-23,costa-rica,0,0,0.0,0,0,0.0
2020-01-23,cote-d-ivoire,0,0,0.0,0,0,0.0
2020-01-23,croatia,0,0,0.0,0,0,0.0
2020-01-23,cuba,0,0,0.0,0,0,0.0
2020-01-23,cyprus,0,0,0.0,0,0,0.0
2020-01-23,czechia,0,0,0.0,0,0,0.0
2020-01-23,denmark,0,0,0.0,0,0,0.0
2020-01-23,diamond-princess,0,0,0.0,0,0,0.0
2020-01-23,djibouti,0,0,0.0,0,0,0.0
2020-01-23,dominica,0,0,0.0,0,0,0.0
2020-01-23,dominican-republic,0,0,0.0,0,0,0.0
2020-01-23,ecuador,0,0,0.0,0,0,0.0
2020-01-23,egypt,0,0,0.0,0,0,0.0
2020-01-23,el-salvador,0,0,0.0,0,0,0.0
2020-01-23,equatorial-guinea,0,0,0.0,0,0,0.0
2020-01-23,eritrea,0,0,0.0,0,0,0.0
2020-01-23,estonia,0,0,0.0,0,0,0.0
2020-01-23,eswatini,0,0,0.0,0,0,0.0
2020-01-23,ethiopia,0,0,0.0,0,0,0.0
2020-01-23,fiji,0,0,0.0,0,0,0.0
2020-01-23,finland,0,0,0.0,0,0,0.0
2020-01-23,france,0,0,0.0,0,0,0.0
2020-01-23,gabon,0,0,0.0,0,0,0.0
2020-01-23,gambia,0,0,0.0,0,0,0.0
2020-01-23,georgia,0,0,0.0,0,0,0.0
2020-01-23,germany,0,0,0.0,0,0,0.0
2020-01-23,ghana,0,0,0.0,0,0,0.0
2020-01-23,greece,0,0,0.0,0,0,0.0
2020-01-23,grenada,0,0,0.0,0,0,0.0
2020-01-23,guatemala,0,0,0.0,0,0,0.0
2020-01-23,guinea,0,0,0.0,0,0,0.0
2020-01-23,guinea-bissau,0,0,0.0,0,0,0.0
2020-01-23,guyana,0,0,0.0,0,0,0.0
2020-01-23,haiti,0,0,0.0,0,0,0.0
2020-01-23,holy-see,0,0,0.0,0,0,0.0
2020-01-23,honduras,0,0,0.0,0,0,0.0
2020-01-23,hungary,0,0,0.0,0,0,0.0
2020-01-23,iceland,0,0,0.0,0,0,0.0
2020-01-23,india,0,0,0.0,0,0,0.0
2020-01-23,indonesia,0,0,0.0,0,0,0.0
2020-01-23,iran,0,0,0.0,0,0,0.0
2020-01-23,iraq,0,0,0.0,0,0,0.0
2020-01-23,ireland,0,0,0.0,0,0,0.0
2020-01-23,israel,0,0,0.0,0,0,0.0
2020-01-23,italy,0,0,0.0,0,0,0.0
2020-01-23,jamaica,0,0,0.0,0,0,0.0
2020-01-23,japan,2,0,0.0,0,0,0.0
2020-01-23,jordan,0,0,0.0,0,0,0.0
2020-01-23,kazakhstan,0,0,0.0,0,0,0.0
2020-01-23,kenya,0,0,0.0,0,0,0.0
2020-01-23,korea-south,1,0,0.0,0,0,0.0
2020-01-23,kosovo,0,0,0.0,0,0,0.0
2020-01-23,kuwait,0,0,0.0,0,0,0.0
2020-01-23,kyrgyzstan,0,0,0.0,0,0,0.0
2020-01-23,laos,0,0,0.0,0,0,0.0
2020-01-23,latvia,0,0,0.0,0,0,0.0
2020-01-23,lebanon,0,0,0.0,0,0,0.0
2020-01-23,liberia,0,0,0.0,0,0,0.0
2020-01-23,libya,0,0,0.0,0,0,0.0
2020-01-23,liechtenstein,0,0,0.0,0,0,0.0
2020-01-23,lithuania,0,0,0.0,0,0,0.0
2020-01-23,luxembourg,0,0,0.0,0,0,0.0
2020-01-23,madagascar,0,0,0.0,0,0,0.0
2020-01-23,malawi,0,0,0.0,0,0,0.0
2020-01-23,malaysia,0,0,0.0,0,0,0.0
2020-01-23,maldives,0,0,0.0,0,0,0.0
2020-01-23,mali,0,0,0.0,0,0,0.0
2020-01-23,malta,0,0,0.0,0,0,0.0
2020-01-23,mauritania,0,0,0.0,0,0,0.0
2020-01-23,mauritius,0,0,0.0,0,0,0.0
2020-01-23,mexico,0,0,0.0,0,0,0.0
2020-01-23,moldova,0,0,0.0,0,0,0.0
2020-01-23,monaco,0,0,0.0,0,0,0.0
2020-01-23,mongolia,0,0,0.0,0,0,0.0
2020-01-23,montenegro,0,0,0.0,0,0,0.0
2020-01-23,morocco,0,0,0.0,0,0,0.0
2020-01-23,mozambique,0,0,0.0,0,0,0.0
2020-01-23,ms-zaandam,0,0,0.0,0,0,0.0
2020-01-23,namibia,0,0,0.0,0,0,0.0
2020-01-23,nepal,0,0,0.0,0,0,0.0
2020-01-23,netherlands,0,0,0.0,0,0,0.0
2020-01-23,new-zealand,0,0,0.0,0,0,0.0
2020-01-23,nicaragua,0,0,0.0,0,0,0.0
2020-01-23,niger,0,0,0.0,0,0,0.0
2020-01-23,nigeria,0,0,0.0,0,0,0.0
2020-01-23,north-macedonia,0,0,0.0,0,0,0.0
2020-01-23,norway,0,0,0.0,0,0,0.0
2020-01-23,oman,0,0,0.0,0,0,0.0
2020-01-23,pakistan,0,0,0.0,0,0,0.0
2020-01-23,panama,0,0,0.0,0,0,0.0
2020-01-23,papua-new-guinea,0,0,0.0,0,0,0.0
2020-01-23,paraguay,0,0,0.0,0,0,0.0
2020-01-23,peru,0,0,0.0,0,0,0.0
2020-01-23,philippines,0,0,0.0,0,0,0.0
2020-01-23,poland,0,0,0.0,0,0,0.0
2020-01-23,portugal,0,0,0.0,0,0,0.0
2020-01-23,qatar,0,0,0.0,0,0,0.0
2020-01-23,romania,0,0,0.0,0,0,0.0
2020-01-23,russia,0,0,0.0,0,0,0.0
2020-01-23,rwanda,0,0,0.0,0,0,0.0
2020-01-23,saint-kitts-and-nevis,0,0,0.0,0,0,0.0
2020-01-23,saint-lucia,0,0,0.0,0,0,0.0
2020-01-23,saint-vincent-and-the-grenadines,0,0,0.0,0,0,0.0
2020-01-23,san-marino,0,0,0.0,0,0,0.0
2020-01-23,sao-tome-and-principe,0,0,0.0,0,0,0.0
2020-01-23,saudi-arabia,0,0,0.0,0,0,0.0
2020-01-23,senegal,0,0,0.0,0,0,0.0
2020-01-23,serbia,0,0,0.0,0,0,0.0
2020-01-23,seychelles,0,0,0.0,0,0,0.0
2020-01-23,sierra-leone,0,0,0.0,0,0,0.0
2020-01-23,singapore,1,0,0.0,1,0,0.0
2020-01-23,slovakia,0,0,0.0,0,0,0.0
2020-01-23,slovenia,0,0,0.0,0,0,0.0
2020-01-23,somalia,0,0,0.0,0,0,0.0
2020-01-23,south-africa,0,0,0.0,0,0,0.0
2020-01-23,south-sudan,0,0,0.0,0,0,0.0
2020-01-23,spain,0,0,0.0,0,0,0.0
2020-01-23,sri-lanka,0,0,0.0,0,0,0.0
2020-01-23,sudan,0,0,0.0,0,0,0.0
2020-01-23,suriname,0,0,0.0,0,0,0.0
2020-01-23,sweden,0,0,0.0,0,0,0.0
2020-01-23,switzerland,0,0,0.0,0,0,0.0
2020-01-23,syria,0,0,0.0,0,0,0.0
2020-01-23,taiwan,1,0,0.0,0,0,0.0
2020-01-23,tanzania,0,0,0.0,0,0,0.0
2020-01-23,thailand,3,0,0.0,1,0,0.0
2020-01-23,timor-leste,0,0,0.0,0,0,0.0
2020-01-23,togo,0,0,0.0,0,0,0.0
2020-01-23,trinidad-and-tobago,0,0,0.0,0,0,0.0
2020-01-23,tunisia,0,0,0.0,0,0,0.0
2020-01-23,turkey,0,0,0.0,0,0,0.0
2020-01-23,uganda,0,0,0.0,0,0,0.0
2020-01-23,ukraine,0,0,0.0,0,0,0.0
2020-01-23,united-arab-emirates,0,0,0.0,0,0,0.0
2020-01-23,united-kingdom,0,0,0.0,0,0,0.0
2020-01-23,uruguay,0,0,0.0,0,0,0.0
2020-01-23,us,1,0,0.0,0,0,0.0
2020-01-23,uzbekistan,0,0,0.0,0,0,0.0
2020-01-23,venezuela,0,0,0.0,0,0,0.0
2020-01-23,vietnam,2,0,0.0,2,0,0.0
2020-01-23,west-bank-and-gaza,0,0,0.0,0,0,0.0
2020-01-23,western-sahara,0,0,0.0,0,0,0.0
2020-01-23,yemen,0,0,0.0,0,0,0.0
2020-01-23,zambia,0,0,0.0,0,0,0.0
2020-01-23,zimbabwe,0,0,0.0,0,0,0.0
2020-01-24,afghanistan,0,0,0.0,0,0,0.0
2020-01-24,albania,0,0,0.0,0,0,0.0
2020-01-24,algeria,0,0,0.0,0,0,0.0
2020-01-24,andorra,0,0,0.0,0,0,0.0
2020-01-24,angola,0,0,0.0,0,0,0.0
2020-01-24,antigua-and-barbuda,0,0,0.0,0,0,0.0
2020-01-24,argentina,0,0,0.0,0,0,0.0
2020-01-24,armenia,0,0,0.0,0,0,0.0
2020-01-24,australia,0,0,0.0,0,0,0.0
2020-01-24,austria,0,0,0.0,0,0,0.0
2020-01-24,azerbaijan,0,0,0.0,0,0,0.0
2020-01-24,bahamas,0,0,0.0,0,0,0.0
2020-01-24,bahrain,0,0,0.0,0,0,0.0
2020-01-24,bangladesh,0,0,0.0,0,0,0.0
2020-01-24,barbados,0,0,0.0,0,0,0.0
2020-01-24,belarus,0,0,0.0,0,0,0.0
2020-01-24,belgium,0,0,0.0,0,0,0.0
2020-01-24,belize,0,0,0.0,0,0,0.0
2020-01-24,benin,0,0,0.0,0,0,0.0
2020-01-24,bhutan,0,0,0.0,0,0,0.0
2020-01-24,bolivia,0,0,0.0,0,0,0.0
2020-01-24,bosnia-and-herzegovina,0,0,0.0,0,0,0.0
2020-01-24,botswana,0,0,0.0,0,0,0.0
2020-01-24,brazil,0,0,0.0,0,0,0.0
2020-01-24,brunei,0,0,0.0,0,0,0.0
2020-01-24,bulgaria,0,0,0.0,0,0,0.0
2020-01-24,burkina-faso,0,0,0.0,0,0,0.0
2020-01-24,burma,0,0,0.0,0,0,0.0
2020-01-24,burundi,0,0,0.0,0,0,0.0
2020-01-24,cabo-verde,0,0,0.0,0,0,0.0
2020-01-24,cambodia,0,0,0.0,0,0,0.0
2020-01-24,cameroon,0,0,0.0,0,0,0.0
2020-01-24,canada,0,0,0.0,0,0,0.0
2020-01-24,central-african-republic,0,0,0.0,0,0,0.0
2020-01-24,chad,0,0,0.0,0,0,0.0
2020-01-24,chile,0,0,0.0,0,0,0.0
2020-01-24,china,920,26,36.0,277,8,6.0
2020-01-24,colombia,0,0,0.0,0,0,0.0
2020-01-24,congo-brazzaville,0,0,0.0,0,0,0.0
2020-01-24,congo-kinshasa,0,0,0.0,0,0,0.0
2020-01-24,costa-rica,0,0,0.0,0,0,0.0
2020-01-24,cote-d-ivoire,0,0,0.0,0,0,0.0
2020-01-24,croatia,0,0,0.0,0,0,0.0
2020-01-24,cuba,0,0,0.0,0,0,0.0
2020-01-24,cyprus,0,0,0.0,0,0,0.0
2020-01-24,czechia,0,0,0.0,0,0,0.0
2020-01-24,denmark,0,0,0.0,0,0,0.0
2020-01-24,diamond-princess,0,0,0.0,0,0,0.0
2020-01-24,djibouti,0,0,0.0,0,0,0.0
2020-01-24,dominica,0,0,0.0,0,0,0.0
2020-01-24,dominican-republic,0,0,0.0,0,0,0.0
2020-01-24,ecuador,0,0,0.0,0,0,0.0
2020-01-24,egypt,0,0,0.0,0,0,0.0
2020-01-24,el-salvador,0,0,0.0,0,0,0.0
2020-01-24,equatorial-guinea,0,0,0.0,0,0,0.0
2020-01-24,eritrea,0,0,0.0,0,0,0.0
2020-01-24,estonia,0,0,0.0,0,0,0.0
2020-01-24,eswatini,0,0,0.0,0,0,0.0
2020-01-24,ethiopia,0,0,0.0,0,0,0.0
2020-01-24,fiji,0,0,0.0,0,0,0.0
2020-01-24,finland,0,0,0.0,0,0,0.0
2020-01-24,france,2,0,0.0,2,0,0.0
2020-01-24,gabon,0,0,0.0,0,0,0.0
2020-01-24,gambia,0,0,0.0,0,0,0.0
2020-01-24,georgia,0,0,0.0,0,0,0.0
2020-01-24,germany,0,0,0.0,0,0,0.0
2020-01-24,ghana,0,0,0.0,0,0,0.0
2020-01-24,greece,0,0,0.0,0,0,0.0
2020-01-24,grenada,0,0,0.0,0,0,0.0
2020-01-24,guatemala,0,0,0.0,0,0,0.0
2020-01-24,guinea,0,0,0.0,0,0,0.0
2020-01-24,guinea-bissau,0,0,0.0,0,0,0.0
2020-01-24,guyana,0,0,0.0,0,0,0.0
2020-01-24,haiti,0,0,0.0,0,0,0.0
2020-01-24,holy-see,0,0,0.0,0,0,0.0
2020-01-24,honduras,0,0,0.0,0,0,0.0
2020-01-24,hungary,0,0,0.0,0,0,0.0
2020-01-24,iceland,0,0,0.0,0,0,0.0
2020-01-24,india,0,0,0.0,0,0,0.0
2020-01-24,indonesia,0,0,0.0,0,0,0.0
2020-01-24,iran,0,0,0.0,0,0,0.0
2020-01-24,iraq,0,0,0.0,0,0,0.0
2020-01-24,ireland,0,0,0.0,0,0,0.0
2020-01-24,israel,0,0,0.0,0,0,0.0
2020-01-24,italy,0,0,0.0,0,0,0.0
2020-01-24,jamaica,0,0,0.0,0,0,0.0
2020-01-24,japan,2,0,0.0,0,0,0.0
2020-01-24,jordan,0,0,0.0,0,0,0.0
2020-01-24,kazakhstan,0,0,0.0,0,0,0.0
2020-01-24,kenya,0,0,0.0,0,0,0.0
2020-01-24,korea-south,2,0,0.0,1,0,0.0
2020-01-24,kosovo,0,0,0.0,0,0,0.0
2020-01-24,kuwait,0,0,0.0,0,0,0.0
2020-01-24,kyrgyzstan,0,0,0.0,0,0,0.0
2020-01-24,laos,0,0,0.0,0,0,0.0
2020-01-24,latvia,0,0,0.0,0,0,0.0
2020-01-24,lebanon,0,0,0.0,0,0,0.0
2020-01-24,liberia,0,0,0.0,0,0,0.0
2020-01-24,libya,0,0,0.0,0,0,0.0
2020-01-24,liechtenstein,0,0,0.0,0,0,0.0
2020-01-24,lithuania,0,0,0.0,0,0,0.0
2020-01-24,luxembourg,0,0,0.0,0,0,0.0
2020-01-24,madagascar,0,0,0.0,0,0,0.0
2020-01-24,malawi,0,0,0.0,0,0,0.0
2020-01-24,malaysia,0,0,0.0,0,0,0.0
2020-01-24,maldives,0,0,0.0,0,0,0.0
2020-01-24,mali,0,0,0.0,0,0,0.0
2020-01-24,malta,0,0,0.0,0,0,0.0
2020-01-24,mauritania,0,0,0.0,0,0,0.0
2020-01-24,mauritius,0,0,0.0,0,0,0.0
2020-01-24,mexico,0,0,0.0,0,0,0.0
2020-01-24,moldova,0,0,0.0,0,0,0.0
2020-01-24,monaco,0,0,0.0,0,0,0.0
2020-01-24,mongolia,0,0,0.0,0,0,0.0
2020-01-24,montenegro,0,0,0.0,0,0,0.0
2020-01-24,morocco,0,0,0.0,0,0,0.0
2020-01-24,mozambique,0,0,0.0,0,0,0.0
2020-01-24,ms-zaandam,0,0,0.0,0,0,0.0
2020-01-24,namibia,0,0,0.0,0,0,0.0
2020-01-24,nepal,0,0,0.0,0,0,0.0
2020-01-24,netherlands,0,0,0.0,0,0,0.0
2020-01-24,new-zealand,0,0,0.0,0,0,0.0
2020-01-24,nicaragua,0,0,0.0,0,0,0.0
2020-01-24,niger,0,0,0.0,0,0,0.0
2020-01-24,nigeria,0,0,0.0,0,0,0.0
2020-01-24,north-macedonia,0,0,0.0,0,0,0.0
2020-01-24,norway,0,0,0.0,0,0,0.0
2020-01-24,oman,0,0,0.0,0,0,0.0
2020-01-24,pakistan,0,0,0.0,0,0,0.0
